cast,certificate,genre,grosscollection,imdbrating,imglinks,metascore,movie,noofvotes,plot,production_year,release_date,runtime,tconst,gtrendssearch,date
"     Director: Amit Sharma |      Stars: Arjun Kapoor,  Sonakshi Sinha,  Manoj Bajpayee,  Deepti Naval ",UA,"Action, Drama, Romance            ",NA,4.1,"https://ia.media-imdb.com/images/M/MV5BMTQyMTYwMDc5N15BMl5BanBnXkFtZTgwMTY3NTk5MzE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Tevar,2548,"    Caught in the middle of a lethal unrequited love, an athlete protects a young woman from an unwanted marriage.",2015,09-Jan-15,157 min,tt3398048,Tevar,2015-01-09
"     Director: Bhushan Patel |      Stars: Bipasha Basu,  Karan Singh Grover,  Sulabha Arya,  Zakir Hussain ",A,Horror            ,NA,3.8,"https://ia.media-imdb.com/images/M/MV5BODM3MjQ2ODAxNV5BMl5BanBnXkFtZTgwNTEyODQwNDE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Alone,1359,    A supernatural mystery about a young woman whose dead sister relentlessly haunts her.,V2015,16-Jan-15,133 min,tt4271730,Alone,2015-01-16
"     Director: Karan Anshuman |      Stars: Jacqueline Fernandez,  Michalina Olszanska,  Riteish Deshmukh,  Pulkit Samrat ",UA,"Comedy, Drama            ",NA,4.6,"https://ia.media-imdb.com/images/M/MV5BMzMwYmZjZWUtNjQxMi00NzhjLTgxZTUtNjA5OGQ0ZjQzNzc5XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR1,0,140,209_AL_.jpg",-1,Bangistan,920,"    Two blundering terrorists with lofty ideologies, but ordinary talent, on a mission to change the world.",2015,07-Aug-15,135 min,tt3422462,Bangistan,2015-08-07
"     Director: Devang Dholakia |      Stars: Ram Kapoor,  Sunny Leone,  Evelyn Sharma,  Navdeep Chhabra ",A,"Comedy, Drama            ",NA,2.6,"https://ia.media-imdb.com/images/M/MV5BYmUwNGQ3Y2EtNmVkZi00NzQzLWFiNTYtNDU1NjZkNzRkY2UwXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR3,0,140,209_AL_.jpg",-1,Kuch Kuch Locha Hai,645,"    A middle-aged Gujrati businessman puts on a charade after a famous film actress asks to move in with him, in preparation for a movie role.",2015,08-May-15,143 min,tt4272420,Kuch Kuch Locha Hai,2015-05-08
"     Director: Vikramjit Singh |      Stars: Arjun Rampal,  Jacqueline Fernandez,  Ranbir Kapoor,  Barun Chanda ",UA,"Action, Drama, Mystery            ",NA,3.3,"https://ia.media-imdb.com/images/M/MV5BMjEzOTE2NDgxN15BMl5BanBnXkFtZTgwNzk1MTQ1MTE@._V1_UY209_CR4,0,140,209_AL_.jpg",-1,Roy,6349,"    Kabir Grewal, a Casanovic film maker and screenwriter is making multiple films (GUNS Trilogy) based on a thief's life and robberies, all achieving high success. In order to shoot his third ...                See full summary »",2015,12-Feb-15,146 min,tt2976182,Roy ,2015-02-12
"     Director: K.C. Bokadia |      Stars: Anupam Kher,  Atul Kulkarni,  Awadhesh Mishra,  Govind Namdeo ",NA,Drama            ,NA,2.6,"https://ia.media-imdb.com/images/M/MV5BMzZhNDRiNzYtM2NiOC00N2FlLWIzZjgtYmViMGI3ZWVkYTUwXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX140_CR0,0,140,209_AL_.jpg",-1,Dirty Politics,503,"    In order to gain power, Anokhi Devi blackmails and sleeps with a politician. However, when she goes missing; the CBI step in to investigate.",2015,06-Mar-15,130 min,tt4501576,Dirty Politics,2015-03-06
"     Director: Nitesh Tiwari |      Stars: Aamir Khan,  Sakshi Tanwar,  Fatima Sana Shaikh,  Sanya Malhotra ",U,"Action, Biography, Drama            ","12,391,761",8.5,"https://ia.media-imdb.com/images/M/MV5BMTQ4MzQzMzM2Nl5BMl5BanBnXkFtZTgwMTQ1NzU3MDI@._V1_UY209_CR4,0,140,209_AL_.jpg",-1,Dangal,94577,    Former wrestler Mahavir Singh Phogat and his two wrestler daughters struggle towards glory at the Commonwealth Games in the face of societal oppression.,2016,23-Dec-16,161 min,tt5074352,Dangal,2016-12-23
"     Director: Raja Menon |      Stars: Akshay Kumar,  Nimrat Kaur,  Kumud Mishra,  Prakash Belawadi ",UA,"Adventure, Drama, History            ",NA,8.1,"https://ia.media-imdb.com/images/M/MV5BZGE1ZTZhNmQtYzhmNC00MjE4LTg4NDUtY2I4N2Y3OTgwZjljXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Airlift,44067,"    When Iraq invades Kuwait in August, 1990, a callous Indian businessman becomes the spokesperson for more than 170,000 stranded countrymen.",2016,22-Jan-16,130 min,tt4387040,Airlift,2016-01-22
"     Director: Maneesh Sharma |      Stars: Shah Rukh Khan,  Sayani Gupta,  Zachary Coffin,  Atul Sharma ",UA,"Action, Drama, Thriller            ","1,357,212",7.2,"https://ia.media-imdb.com/images/M/MV5BYTk1MjNlMTYtYmE5OS00ZjgzLTg1MjktYzY2YjdhMDQzNzA4XkEyXkFqcGdeQXVyNTE0MDc0NTM@._V1_UY209_CR6,0,140,209_AL_.jpg",-1,Fan,36117,    Gaurav's world revolves around the superstar Aryan Khanna. What happens when his passion turns into a dangerous obsession that crosses the fine line?,2016,15-Apr-16,142 min,tt3495026,Fan ,2016-04-15
"     Director: Gauri Shinde |      Stars: Alia Bhatt,  Shah Rukh Khan,  Kunal Kapoor,  Priyanka Moodley ",UA,"Drama, Romance            ","1,397,133",7.7,"https://ia.media-imdb.com/images/M/MV5BZWQzYWI3ZGMtYzgyYy00OWZkLWEwODYtNGNiMTZhODBkNzUyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_UY209_CR8,0,140,209_AL_.jpg",-1,Dear Zindagi,28102,"    Kaira is a budding cinematographer in search of a perfect life. Her encounter with Jug, an unconventional thinker, helps her gain a new perspective on life. She discovers that happiness is all about finding comfort in life's imperfections.",2016,25-Nov-16,151 min,tt5946128,Dear Zindagi,2016-11-25
"     Director: Neeraj Pandey |      Stars: Disha Patani,  Anupam Kher,  Sushant Singh Rajput,  Bhoomika Chawla ",NA,"Biography, Drama, Sport            ","1,782,795",7.8,"https://ia.media-imdb.com/images/M/MV5BOTY5ODQxMTY3M15BMl5BanBnXkFtZTgwOTA3NTA4OTE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,M.S. Dhoni: The Untold Story,25280,    The untold story of Mahendra Singh Dhoni's journey from ticket collector to trophy collector - the world-cup-winning captain of the Indian Cricket Team.,2016,30-Sep-16,184 min,tt4169250,M.S. Dhoni ,2016-09-30
"     Director: Ali Abbas Zafar |      Stars: Salman Khan,  Anushka Sharma,  Randeep Hooda,  Marko Zaror ",UA,"Action, Drama, Sport            ","6,200,000",7.1,"https://ia.media-imdb.com/images/M/MV5BNDc0OTU3M2MtMGFhMi00ZGVlLWI4YmItODA1ZTc0OGY0NmJlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY209_CR6,0,140,209_AL_.jpg",-1,Sultan,30091,"    Sultan is a classic underdog tale about a wrestler's journey, looking for a comeback by defeating all odds. Will he emerge victorious?",2016,06-Jul-16,170 min,tt4832640,Sultan,2016-07-06
"     Director: Aniruddha Roy Chowdhury |      Stars: Tapsee Pannu,  Kirti Kulhari,  Andrea Tariang,  Amitabh Bachchan ",UA,Drama            ,NA,8.2,"https://ia.media-imdb.com/images/M/MV5BNGI1MTI1YTQtY2QwYi00YzUzLTg3NWYtNzExZDlhOTZmZWU0XkEyXkFqcGdeQXVyMDkwNTkwNg@@._V1_UY209_CR8,0,140,209_AL_.jpg",-1,Pink,27593,"    When three young women are implicated in a crime, a retired lawyer steps forward to help them clear their names.",2016,16-Sep-16,136 min,tt5571734,Pink ,2016-09-16
"     Director: Abhishek Chaubey |      Stars: Shahid Kapoor,  Kareena Kapoor Khan,  Alia Bhatt,  Diljit Dosanjh ",A,"Action, Crime, Drama            ",NA,7.8,"https://ia.media-imdb.com/images/M/MV5BOWQ0MzY2MzYtMGIzYi00ODdjLWIyMjQtZDM1N2ZjOWRlNzIxXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Udta Punjab,20241,    A story that revolves around drug abuse in the affluent north Indian State of Punjab and how the youth there have succumbed to it en-masse resulting in a socio-economic decline.,2016,17-Jun-16,148 min,tt4434004,Udta Punjab,2016-06-17
"     Director: Ajay Devgn |      Stars: Ajay Devgn,  Abigail Eames,  Erika Kaar,  Sayyeshaa Saigal ",UA,"Action, Adventure, Drama            ",NA,6.3,"https://ia.media-imdb.com/images/M/MV5BZWNkZjEzZTctMGM1NC00MTJhLTlkMDEtODJlOGRjNjY2NGE4XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UX140_CR0,0,140,209_AL_.jpg",-1,Shivaay,8483,    An innocent mountaineer gets caught in a race against time when he finds he has only 72 hours to either save his kidnapped daughter from traffickers or prove his innocence to the law.,2016,28-Oct-16,153 min,tt3771536,Shivaay,2016-10-28
"     Director: Ram Madhvani |      Stars: Sonam Kapoor,  Shabana Azmi,  Yogendra Tikku,  Abrar Zahoor ",U,"Biography, Drama, Thriller            ","1,535,234",7.7,"https://ia.media-imdb.com/images/M/MV5BYzMxM2EwMzctOWUzYy00ZTNkLWE3ZjYtYjI5NWUzZTMwZDAwXkEyXkFqcGdeQXVyNTE0MDc0NTM@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Neerja,16278,"    Neerja is the story of the courageous Neerja Bhanot, who sacrificed her life while protecting the lives of 359 passengers on the Pan Am flight 73 in 1986. The flight was hijacked by a terrorist organization.",2016,19-Feb-16,122 min,tt5286444,Neerja,2016-02-19
"     Director: Dharmendra Suresh Desai |      Stars: Akshay Kumar,  Ileana D'Cruz,  Manoj Bajpayee,  Esha Gupta ",UA,"Crime, Drama, Thriller            ","1,087,419",7.1,"https://ia.media-imdb.com/images/M/MV5BNWFiMGZlMWUtYzBlNy00ZDlmLTg3YjYtNDBmOWQ4Y2ZjMjlkXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Rustom,17409,"    A naval officer returns home to find out about his wife's affair. Soon, he surrenders after murdering the lover but as the case unfolds, it starts to reveal his hidden intention.",2016,12-Aug-16,148 min,tt5165344,Rustom,2016-08-12
"     Director: Shakun Batra |      Stars: Sidharth Malhotra,  Fawad Khan,  Alia Bhatt,  Rajat Kapoor ",NA,"Comedy, Drama, Romance            ","2,373,912",7.8,"https://ia.media-imdb.com/images/M/MV5BMjE4NDk4MTIwNl5BMl5BanBnXkFtZTgwNDEwODI5NzE@._V1_UY209_CR3,0,140,209_AL_.jpg",-1,Kapoor & Sons,17481,"    A story revolving around a dysfunctional family of 2 brothers who visit their family and discover that their parents marriage is on the verge of collapse,the family is undergoing a financial crunch and much more as the drama unfolds.",2016,17-Mar-16,132 min,tt4900716,Kapoor & Sons,2016-03-17
"     Director: Ashutosh Gowariker |      Stars: Hrithik Roshan,  Pooja Hegde,  Kabir Bedi,  Arunoday Singh ",NA,"Action, Adventure, Drama            ","1,250,765",5.9,"https://ia.media-imdb.com/images/M/MV5BMzBhNTk0MzUtZTc4Yy00NDk3LWE1ZTItYjFmODQ4NTczMGVkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDkxMzY0Mjk@._V1_UY209_CR4,0,140,209_AL_.jpg",39,Mohenjo Daro,8769,"    In 2016 BC, a kind farmer leads an uprising in the city of Mohenjo Daro.",2016,12-Aug-16,155 min,tt3859980,Mohenjo Daro,2016-08-12
"     Directors: Radhika Rao,  Vinay Sapru |      Stars: Harshvardhan Rane,  Mawra Hocane,  Vijay Raaz,  Murli Sharma ",NA,"Drama, Musical, Romance            ","22,121",7.3,"https://ia.media-imdb.com/images/M/MV5BNGY1NWMxYzctMjQ5Ni00NjJiLTgyN2YtOTZlZWQ3OTcxZWFhXkEyXkFqcGdeQXVyNTIwODMzNjc@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Sanam Teri Kasam,7302,"    After being disowned by her family, an awkward librarian relies on the help of her brooding neighbour.",2016,05-Feb-16,154 min,tt5255710,Sanam Teri Kasam,2016-02-05
"     Director: Bejoy Nambiar |      Stars: Amitabh Bachchan,  Farhan Akhtar,  Aditi Rao Hydari,  John Abraham ",NA,"Action, Crime, Drama            ","586,028",7.2,"https://ia.media-imdb.com/images/M/MV5BMTUzNDU4NDMyOV5BMl5BanBnXkFtZTgwNjcyNzU0NzE@._V1_UY209_CR8,0,140,209_AL_.jpg",-1,Wazir,14566,    A grief-stricken cop and an amputee grandmaster are brought together by a peculiar twist of fate as part of a wider conspiracy that has darkened their lives.,2016,08-Jan-16,103 min,tt0315642,Wazir,2016-01-08
"     Director: Nishikant Kamat |      Stars: Irrfan Khan,  Jimmy Sheirgill,  Vishesh Bansal,  Tushar Dalvi ",NA,"Adventure, Crime, Drama            ",NA,7.6,"https://ia.media-imdb.com/images/M/MV5BZDFjODM0NDAtNGJkZC00NmRiLWI3NmYtZDFkYmRhYmE4Zjk3XkEyXkFqcGdeQXVyNTIwODMzNjc@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Madaari,9697,"    When Nirmal loses his family in a disaster caused by government corruption, he embarks on a journey seeking accountability and revenge.",2016,22-Jul-16,133 min,tt5713232,Madaari,2016-07-22
"     Director: Karan Johar |      Stars: Aishwarya Rai Bachchan,  Ranbir Kapoor,  Anushka Sharma,  Fawad Khan ",UA,"Drama, Music, Musical            ","4,237,741",5.8,"https://ia.media-imdb.com/images/M/MV5BZTM1OTI3ZjItOWE3ZS00OTE2LWE2YjAtZTVlM2Q0MGQ5ZThmXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY209_CR1,0,140,209_AL_.jpg",40,Ae Dil Hai Mushkil,16537,"    This story explores love - the shapes it takes, the ways it changes us and the exhilarating and often terrifying ride it takes us on. It is the journey of two characters, Alizeh and Ayan, as they navigate life, love and heartbreak.",2016,28-Oct-16,158 min,tt4559006,Ae Dil Hai Mushkil,2016-10-28
"     Director: Sunny Deol |      Stars: Sunny Deol,  Soha Ali Khan,  Om Puri,  Aachal Munjal ",NA,"Action, Drama, Thriller            ",NA,6.5,"https://ia.media-imdb.com/images/M/MV5BNmUxNGI4NDYtYmM1OC00ZjAwLWFlMjUtNGRhMGE5MjNlMjY4XkEyXkFqcGdeQXVyNjUyODQ3NzE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Ghayal Once Again,4466,"    When a video of his mentor's murder surfaces, an investigative journalist takes action to find those responsible.",2016,05-Feb-16,127 min,tt4683366,Ghayal Once Again,2016-02-05
"     Director: Sudha Kongara |      Stars: Madhavan,  Nassar,  Radha Ravi,  Kaali Venkat ",UA,"Action, Drama, Sport            ","76,931",7.7,"https://ia.media-imdb.com/images/M/MV5BM2Q5YmM3YjMtOTE2Mi00MDg5LThkZjctYzUxOWU2ZTM1ZDk4XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR8,0,140,209_AL_.jpg",-1,Saala Khadoos,9032,    The story of a former boxer who quits boxing following a fallout with the authorities over the underlying politics but goes on to coach a fisherwoman to fulfill his dream through her.,2016,29-Jan-16,109 min,tt5310090,Saala Khadoos,2016-01-29
"     Director: Ashwiny Iyer Tiwari |      Stars: Swara Bhaskar,  Ratna Pathak Shah,  Riya Shukla,  Pankaj Tripathi ",NA,"Drama, Family            ",NA,8.5,"https://ia.media-imdb.com/images/M/MV5BNGFkZWIwNzUtYzY0Yi00NzJhLTkyMDItODQwNDQzYzVmZjNjXkEyXkFqcGdeQXVyMzIwNjg4NjI@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Nil Battey Sannata,3729,    A story about a single women (a Mom) and dreams on her Daughter.,2015,22-Apr-16,100 min,tt5005684,Nil Battey Sannata,2016-04-22
"     Directors: Sajid,  Farhad Samji |      Stars: Akshay Kumar,  Jacqueline Fernandez,  Abhishek Bachchan,  Nargis Fakhri ",UA,"Action, Comedy, Romance            ","1,157,163",5.2,"https://ia.media-imdb.com/images/M/MV5BZDQ5Zjg2ZDktYWIyZi00MTE4LWJiZTQtNzcwMzg3YjAzNGNhXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Housefull 3,6029,"    A father doesn't want his three daughters to get married. Now, it's up to three men to try to and convince the father that they're a good fit for his daughters.",2016,03-Jun-16,140 min,tt4559046,Housefull 3,2016-06-03
"     Director: Nishikant Kamat |      Stars: John Abraham,  Nishikant Kamat,  Sharad Kelkar,  Teddy Maurya ",A,"Action, Crime, Thriller            ",NA,6.8,"https://ia.media-imdb.com/images/M/MV5BMmExODg0ODAtNWJhMC00NDQwLTkwNjAtOWI1ZDBmMjRjZjU1XkEyXkFqcGdeQXVyNTE0MDc0NTM@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Rocky Handsome,5743,    A reclusive pawn shop owner sets his sights on revenge when vicious gangsters kidnap his drug-addicted neighbor's young daughter.,2016,25-Mar-16,119 min,tt3410408,Rocky Handsome,2016-03-25
"     Director: Anurag Kashyap |      Stars: Nawazuddin Siddiqui,  Vicky Kaushal,  Sobhita Dhulipala,  Mukesh Chhabra ",A,"Crime, Drama, Thriller            ",NA,7.3,"https://ia.media-imdb.com/images/M/MV5BNzExOGY1ODktNmJmNy00ZGU2LTkzMTYtZDY4ODI2NTFhMjMzXkEyXkFqcGdeQXVyNDU5MzA2NzI@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Raman Raghav 2.0,8517,"    Ramanna, a maniac murderer, finds a soulmate in Raghavan, a policeman, who inspects his murder cases. He tries to make Raghavan realize how they both are similar.",2016,24-Jun-16,133 min,tt5662932,Raman Raghav 2.0,2016-06-24
"     Director: Ribhu Dasgupta |      Stars: Amitabh Bachchan,  Nawazuddin Siddiqui,  Vidya Balan,  Mukesh Chhabra ",NA,"Drama, Mystery, Thriller            ","258,066",7.3,"https://ia.media-imdb.com/images/M/MV5BMzE2NDYzNDc1OV5BMl5BanBnXkFtZTgwNTI1ODA4ODE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Te3n,8782,"    A grandfather, a priest, and a police officer investigate the case of a kidnapped child.",2016,10-Jun-16,136 min,tt4814290,Te3n,2016-06-10
"     Director: Anthony D'Souza |      Stars: Emraan Hashmi,  Nargis Fakhri,  Prachi Desai,  Lara Dutta ",NA,"Biography, Drama, Sport            ",NA,5.8,"https://ia.media-imdb.com/images/M/MV5BZjdiNjI1NWItZmJiOC00MWVjLThhNmMtMzIyZGU5NjdjMmE0XkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_UY209_CR9,0,140,209_AL_.jpg",-1,Azhar,4516,"    Biographical sports drama based on the life of former Indian international cricketer, Mohammad Azharuddin",2016,13-May-16,130 min,tt4906984,Azhar,2016-05-13
"     Director: Hansal Mehta |      Stars: Sukhesh Arora,  Manoj Bajpayee,  Balaji Gauri,  Sumit Gulati ",A,"Biography, Drama            ",NA,7.8,"https://ia.media-imdb.com/images/M/MV5BZDUzYTRjMDAtNDkwMi00ZWY1LWI1OWEtM2VjY2NjNzNhOTRmXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Aligarh,4038,"    A true story of Dr. Shrinivas Ramchandra Siras, who was suspended from his job because of his sexual orientation.",2015,26-Feb-16,114 min,tt5121000,Aligarh,2016-02-26
"     Director: Omung Kumar |      Stars: Randeep Hooda,  Aishwarya Rai Bachchan,  Richa Chadha,  Darshan Kumar ",UA,"Biography, Drama, History            ",NA,7.3,"https://ia.media-imdb.com/images/M/MV5BMTRlZGM3NmItZTllMy00ZGFkLTg3MTctNzg1Nzg3YTQzOTQ4XkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Sarbjit,3333,"    Biopic of Sarabjit Singh, a farmer residing at Bhikiwind, Punjab, near the Indo-Pak border, crossed the border after having a couple of drinks. However, he was mistaken to be an Indian spy and was sentenced with capital punishment.",2016,May-16,131 min,tt5120640,Sarbjit,2016-05-01
"     Director: Sabir Khan |      Stars: Shraddha Kapoor,  Tiger Shroff,  Sudheer Babu Posani,  Paras Arora ",UA,"Action, Thriller            ","436,055",5.2,"https://ia.media-imdb.com/images/M/MV5BMDlhYzBmYjgtYzkyMC00MDUwLTkwNzgtYzk4Yjc5ZTU1ODI3XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Baaghi,4899,    A martial arts student seeks revenge after the murder of his master.,2016,29-Apr-16,133 min,tt4864932,Baaghi,2016-04-29
"     Director: Nitya Mehra |      Stars: Sidharth Malhotra,  Katrina Kaif,  Sayani Gupta,  Kirti Adarkar ",UA,"Comedy, Drama, Romance            ","612,363",5.3,"https://ia.media-imdb.com/images/M/MV5BOGU0NmI3MDAtZTIyNy00MDQxLWI1N2YtOTBhMjkyY2I4NzJlXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_UX140_CR0,0,140,209_AL_.jpg",-1,Baar Baar Dekho,4827,    The highs and lows of a romantic relationship are examined through flashbacks and flash-forwards.,2016,09-Sep-16,141 min,tt5197544,Baar Baar Dekho,2016-09-09
"     Director: Nagesh Kukunoor |      Stars: Krrish Chhabria,  Hetal Gada,  Vipin Sharma,  Gulfam Khan ",NA,Drama            ,NA,8,"https://ia.media-imdb.com/images/M/MV5BOGQyZjcxMWYtMDY3NC00ZDA0LWJkYzQtM2UyM2I2NWM2NDFlXkEyXkFqcGdeQXVyMjQwOTU5NTg@._V1_UY209_CR3,0,140,209_AL_.jpg",-1,Dhanak,2493,"    Believing actor and goodwill ambassador Shah Rukh Khan can help her brother get an operation to restore his sight, a 10-year old girl takes her blind 8-year old brother on a trek across Rajasthan in search of the superstar.",2015,17-Jun-16,106 min,tt4088588,Dhanak,2016-06-17
"     Director: Rohit Dhawan |      Stars: John Abraham,  Varun Dhawan,  Nargis Fakhri,  Jacqueline Fernandez ",NA,"Action, Adventure, Comedy            ","442,299",5.1,"https://ia.media-imdb.com/images/M/MV5BNzk1ZjI5ZDktODFmZi00OWI1LWJlNzctZDI4OWJjMjUyZTAzXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Dishoom,4982,"    When India's top batsman goes missing in the Middle East, two mismatched cops must team up for a 36-hour manhunt before the cricket final.",2016,29-Jul-16,124 min,tt3679060,Dishoom,2016-07-29
"     Director: Abhinay Deo |      Stars: John Abraham,  Sonakshi Sinha,  Tahir Raj Bhasin,  Adil Hussain ",UA,"Action, Thriller            ",NA,6.3,"https://ia.media-imdb.com/images/M/MV5BYmI0ZmM3ZTItODhlOC00NjcwLWJlNzItNzFmMjIxZDY1MGY0XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Force 2,3697,    ACP Yashvardhan teams up with RAW Agent KK to bring down the mole within RAW.,2016,17-Nov-16,127 min,tt5156746,Force 2,2016-11-17
"     Director: Syed Ahmad Afzal |      Stars: Randeep Hooda,  Akshay Oberoi,  Rajniesh Duggall,  Piaa Bajpai ",UA,"Action, Crime, Drama            ",NA,8.2,"https://ia.media-imdb.com/images/M/MV5BNDdmMDc5NzQtOTY0MC00NDA5LWFmMDQtNWYwYzNlODllZGY5XkEyXkFqcGdeQXVyNjY0OTkwNTI@._V1_UX140_CR0,0,140,209_AL_.jpg",-1,Laal Rang,3290,    Rajesh joins hands with Shankar and starts working with him in blood theft business. Things go wrong when a professional donor dies and police superintendent Gajraj decides to hunt the blood mafia down.,2016,22-Apr-16,147 min,tt5600714,Laal Rang,2016-04-22
